R0000100,R0003300,R0005700,R0060300,R1051600,R1302000,R1302100,R1303400,R6235600,R6502300,R6513700,R6516200,R6520300,R6553600,R7289200,R7289400,R7293430,R7312300,R7329900,R7330000,R7337600,R7344600,R7344700,R7347500,R7347600,R7347700,R7477700,R7477800,R7610300
4724,6,18,107,-4,1,-4,-4,-5,-4,55,5,-4,-4,1,0,731,15000,7,19000,-4,3,0,10000,0,0,4,0,1
4731,1,18,100,-4,0,-4,-4,13,-4,54,1,8,-4,0,0,464,-2,2,-2,-4,1,0,-2,-2,-2,4,1,1
4738,1,17,101,-4,1,10,-4,10,-4,54,1,4,-4,1,1,752,-4,2,-2,-4,1,0,10000,0,0,4,0,0
4753,1,16,106,-4,1,-4,-4,10,-4,59,1,1,-4,1,-4,373,-4,3,13000,-4,1,0,0,0,10000,4,0,1
4775,1,-4,-4,-4,0,-4,-4,8,-4,50,1,4,-4,0,-4,759,-4,3,11000,-4,2,0,10000,0,0,4,2,1
4784,1,17,78,-4,-5,-5,-5,12,-4,59,1,4,-4,0,1,621,13800,5,27000,-4,2,1,-2,-2,-2,4,0,1
4799,1,17,121,-4,0,-4,-4,12,-4,58,4,-4,-4,0,-4,537,7000,7,30000,-4,2,1,6000,2000,2000,4,1,1
4818,1,15,-4,-4,0,-4,-4,10,-4,58,1,1,-4,0,-4,514,-4,3,15000,-4,2,0,1000,1000,8000,4,0,1
4820,6,-4,-4,-4,0,-4,-4,15,-4,49,1,4,-4,0,-4,455,19000,5,50000,1,2,0,0,0,0,4,1,1
4828,6,-4,999,-4,0,-4,3,12,-4,52,4,-4,-4,0,-4,451,16474,5,18000,-4,1,0,-2,-2,-2,4,0,0
4835,6,-4,94,-5,-5,-5,-5,-5,-4,52,1,-4,-4,0,-4,487,-1,3,15000,-4,2,0,0,0,10000,4,0,0
4838,6,-4,-4,17,1,4,3,17,-4,49,3,-4,-4,1,1,451,-1,4,14000,-4,2,0,0,0,0,4,1,1
4839,1,20,94,-4,0,-4,-4,13,-4,57,1,-4,-4,0,-4,657,-4,7,6000,-4,2,0,0,0,0,4,1,1
4843,6,-4,108,-4,0,-4,2,12,-4,51,1,5,-4,0,-4,432,-4,1,-2,-4,1,0,100,100,100,4,0,1
4847,6,-4,74,-4,0,-4,-4,12,-4,54,5,-4,-4,0,-4,666,-4,7,10800,-4,2,0,5000,0,0,4,0,1
4855,6,15,-4,-4,0,-4,-4,9,-4,52,6,-4,-4,0,0,656,-4,5,10000,-4,2,0,0,0,10000,4,0,1
4866,1,15,102,-4,0,-4,-4,9,-4,58,4,-4,-4,0,-4,641,-4,6,-2,-4,3,0,0,0,0,4,0,1
4870,6,17,-4,-4,0,-4,-4,12,-4,53,1,5,-4,0,-4,571,-4,2,75000,-4,1,0,-2,-2,-2,4,1,1
4891,6,-4,92,-4,0,-4,2,16,-4,56,1,8,-4,0,1,494,-2,2,-2,-4,1,0,5000,2500,2500,4,0,1
4893,6,-4,-4,-4,0,-4,6,12,-4,50,6,-4,-4,0,1,526,15000,5,-2,-4,2,0,0,0,10000,4,1,1
4897,6,-4,999,-4,0,-4,-4,11,-4,54,1,4,-4,0,-4,459,16000,3,-2,-4,1,0,0,0,10000,4,0,1
4903,1,16,999,-4,0,-4,-4,12,-4,57,5,-4,-4,0,-4,710,-4,3,7200,-4,3,0,0,0,10000,4,0,1
4920,6,-4,131,-4,1,-4,-4,18,-4,52,1,9,-4,1,1,416,42000,3,80000,-4,1,1,6000,4000,0,4,0,0
4922,1,17,-4,-4,0,-4,-4,9,-4,56,5,-4,-4,0,-4,655,-4,7,8400,-4,2,0,3300,3300,3400,4,0,1
4933,6,-4,-4,-4,0,-4,-4,12,-4,52,6,-4,-4,0,-4,520,-4,6,-2,-4,2,0,0,0,0,4,1,1
5047,1,15,-4,-4,1,6,-4,8,-4,57,5,-4,-4,0,-4,461,-4,5,12000,-4,2,0,0,0,10000,4,0,1
5093,1,20,999,-4,0,-4,2,-5,-4,56,4,-4,-4,0,1,603,37000,5,30000,1,2,0,0,0,10000,4,0,1
5115,6,-4,-4,-4,0,-4,-4,12,-4,51,5,-4,-4,0,-4,486,5000,5,40000,-4,2,0,2500,0,7500,4,1,1
5128,6,-4,117,-4,0,-4,-4,16,-4,51,1,10,-4,0,-4,425,55000,5,100000,-4,2,0,10000,0,0,4,1,1
5143,6,-4,81,-4,0,-4,1,12,-4,53,1,3,-4,0,-4,630,1800,7,-2,-4,4,0,0,0,0,4,0,1
5,6,17,103,-4,1,-4,-4,12,-4,57,1,7,-4,1,-4,517,16000,6,35000,-4,2,0,5000,0,5000,5,0,0
56,1,17,-4,-4,0,-4,-4,-5,-4,54,4,-4,-4,0,-4,409,-4,2,12000,-4,1,1,0,0,10000,5,0,0
168,6,19,117,16,0,-4,8,17,-4,56,1,10,-4,0,1,373,32000,2,-2,-4,2,1,-2,-2,-2,5,1,0
198,6,17,100,-4,1,15,30,12,-4,55,1,4,-4,0,1,416,-4,3,50000,-4,1,0,0,5000,5000,5,3,0
218,6,-4,119,-4,0,-4,4,12,-4,50,1,3,-4,0,-4,606,7600,5,42000,-4,2,0,3300,3300,3300,5,0,0
224,6,17,89,13,0,-4,5,13,-4,53,1,6,-4,0,1,526,42000,4,90000,-4,1,1,0,0,10000,5,0,0
308,6,-4,128,-4,0,-4,-4,18,-4,52,1,6,-4,0,1,484,-4,2,48000,-4,1,1,5000,2500,1500,5,0,0
363,1,17,116,-4,0,-4,10,12,-4,56,1,5,-4,0,1,585,42000,6,50000,-4,2,1,3000,6000,1000,5,0,0
458,1,-4,127,-4,0,-4,-4,18,-4,53,1,8,-4,0,-4,373,-4,3,99999,-4,1,1,-2,-2,-2,5,2,0
579,6,-4,72,-4,0,-4,-4,14,-4,55,1,4,-4,0,-4,541,-4,4,70000,-4,2,0,0,0,10000,5,1,0
589,6,-4,103,-4,0,-4,7,12,-4,50,1,4,-4,0,1,563,-4,6,100000,-4,2,1,0,0,0,5,1,0
643,6,17,102,15,0,-4,2,15,-4,55,4,-4,-4,0,0,586,150001,2,100000,-4,3,0,3300,3300,3300,5,0,0
750,6,-4,-4,-4,0,-4,-4,-5,-4,50,1,9,-4,0,-4,819,-4,7,50000,-4,4,0,2000,4500,3500,5,1,1
763,6,-4,-4,-4,0,-4,1,15,-4,51,4,-4,-4,1,1,504,50000,3,40000,-4,2,0,1000,1500,7500,5,0,0
765,6,-4,-4,-4,0,-4,2,16,-4,50,1,10,-4,0,1,373,33000,3,90000,1,1,1,10000,0,0,5,2,0
795,1,16,105,-4,0,-4,-1,14,-4,59,1,-4,-4,0,1,497,-1,3,-2,-4,2,0,5000,5000,0,5,2,0
800,6,-4,84,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,567,-4,3,-2,-4,1,0,5000,5000,-2,5,0,1
810,6,18,98,-4,0,-4,-4,12,-4,55,4,-4,-4,0,0,549,-4,3,40000,-4,2,0,10000,0,0,5,1,0
824,1,17,93,-4,0,-4,-4,12,-4,59,4,-4,-4,0,0,477,5000,3,5000,-4,2,0,0,0,100,5,0,0
828,6,21,124,-4,1,10,-4,-5,-4,58,1,-1,-4,1,-4,373,-4,-1,-1,-4,1,1,-2,-2,-2,5,1,0
830,1,16,-4,-4,1,-4,4,11,-4,55,4,-4,-4,1,1,373,42000,3,55000,-4,2,0,0,0,10000,5,2,0
868,1,16,-4,-4,0,-4,-4,8,-4,55,5,-4,-4,0,-4,608,-4,5,-2,-4,2,0,0,0,0,5,0,0
882,6,-4,100,-4,0,-4,8,12,-4,51,1,4,-4,0,0,534,29000,3,80000,-4,1,0,-2,-2,-2,5,1,1
933,1,18,-4,13,0,-4,-4,14,-4,55,1,6,-4,0,0,416,30000,3,48000,-4,1,0,4000,3000,3000,5,0,0
954,6,-4,127,-4,0,-4,30,18,-4,55,1,10,-4,0,1,602,68400,3,50000,-4,2,1,10000,0,0,5,0,0
970,6,-4,112,-4,0,-4,-4,12,-4,52,1,4,-4,0,-4,417,31000,1,20000,-4,1,0,0,5000,5000,5,1,0
977,1,23,108,18,0,-4,-4,18,-4,59,1,10,-4,0,1,506,58000,2,25000,-4,1,1,0,0,10000,5,0,0
1014,1,20,102,-4,1,10,2,-5,-4,60,1,4,-4,0,0,373,52000,2,30000,-4,2,0,10000,0,0,5,0,0
1024,1,-4,-4,-4,1,-4,1,15,-4,54,1,6,-4,0,1,503,80000,3,80000,-4,2,0,2000,0,0,5,0,1
1057,1,22,97,-4,0,-4,10,18,-4,59,4,-4,-4,0,1,492,58000,2,36000,-4,1,1,-1,-1,-1,5,0,0
1058,1,22,111,-4,0,-4,3,17,-4,58,1,8,-4,0,1,373,40000,2,60000,-4,1,1,0,10000,0,5,0,0
1071,6,17,95,-4,0,-4,-4,12,-4,57,1,4,-4,0,0,485,-4,2,37000,-4,1,0,0,0,10000,5,0,0
1072,6,-4,110,-4,0,-4,20,14,-4,52,4,-4,-4,0,1,411,45000,3,45000,-4,1,0,3300,3300,3400,5,0,0
1092,6,-4,71,-4,0,-4,-4,12,-4,53,6,-4,-4,0,-4,375,-1,4,40000,1,1,0,3300,3300,3400,5,1,0
1141,6,-4,-4,-4,0,-4,1,12,-4,51,5,-4,-4,0,1,625,32000,7,100000,-4,4,0,3400,3300,3300,5,5,0
1149,6,-4,-4,-4,1,10,-4,10,-4,50,1,4,-4,0,-4,463,-4,2,20000,-4,1,0,-2,-2,-2,5,1,0
1291,6,19,75,-4,1,1,20,12,-4,58,1,2,-4,0,1,373,55000,3,100000,-4,2,0,1000,1000,8000,5,1,0
1444,5,17,-4,-4,0,-4,-4,12,-4,53,4,-4,-4,0,-4,620,-2,6,19200,-4,2,0,0,0,10000,5,2,0
1456,1,17,103,13,1,10,1,13,-4,57,4,-4,-4,1,-4,655,-4,6,30000,-4,2,0,0,0,10000,5,2,0
1472,1,15,93,-4,0,-4,-4,-5,-4,59,4,-4,-4,1,-4,673,-4,6,-2,-4,4,0,2000,0,8000,5,0,0
1495,4,16,105,-4,1,10,-4,10,-4,55,1,5,-4,1,1,453,32000,3,40000,-4,2,0,1000,0,9000,5,0,0
1561,6,-4,-4,-4,0,-4,-4,14,-4,50,1,8,-4,0,-4,569,52000,2,-2,-4,2,1,-2,-2,-2,5,1,0
1562,6,-4,115,-4,0,-4,-4,15,-4,57,1,11,-4,0,-4,435,37000,1,-2,-4,1,0,-2,-2,-2,5,1,1
1614,1,17,105,-4,1,-4,-4,12,-4,58,1,6,-4,1,1,533,8000,3,30000,-4,1,0,0,0,10000,5,0,1
1627,6,-4,-4,-4,0,-4,-4,16,-4,51,4,-4,-4,0,-4,420,37500,3,37000,-4,2,0,0,0,10000,5,0,0
1639,6,17,-4,-4,0,-4,2,12,-4,57,1,4,-4,0,1,373,-4,-1,-1,-4,1,1,-1,-1,-1,5,1,0
1652,6,-4,114,-4,0,-4,1,12,-4,51,1,4,-4,0,-4,373,15000,2,45000,-4,1,1,5000,0,0,5,1,0
1655,6,19,124,-4,1,10,-4,13,-4,55,1,4,-4,0,-4,624,-4,3,30000,-4,2,0,3300,3300,3400,5,0,0
1669,6,-4,102,-4,0,-4,4,14,-4,50,1,8,-4,0,1,373,56000,3,-2,-4,1,1,0,5000,5000,5,0,0
1673,1,15,123,-4,1,2,2,-5,-4,60,3,-4,-4,1,1,373,28000,1,35000,-4,1,0,0,0,0,5,2,0
1676,1,18,101,-4,0,-4,-4,12,-4,60,1,8,-4,0,1,381,30000,3,25000,-4,1,0,0,0,1000,5,0,0
1688,6,-4,90,-4,0,-4,2,12,-4,50,1,7,-4,0,1,550,18720,3,40000,-4,2,0,10000,0,0,5,0,0
1691,6,-4,-4,-4,0,-4,2,12,-4,50,1,4,-4,0,1,373,31000,1,50000,-4,1,1,3300,3300,300,5,1,0
1705,1,15,79,-4,0,-4,-4,11,-4,58,1,4,-4,0,-4,645,-4,2,23000,-4,1,1,0,10000,0,5,0,0
1732,6,-4,-4,-4,1,-4,-4,-5,-4,50,1,4,-4,1,1,478,30000,3,25000,-4,2,0,5000,1000,4000,5,0,0
1735,4,18,-4,-4,0,-4,-4,12,-4,58,4,-4,-4,0,-4,751,-4,7,15000,-4,4,0,0,10000,0,5,1,0
1750,1,17,127,-4,0,-4,5,13,-4,59,4,-4,-4,0,1,557,-4,7,30000,-4,2,0,5000,0,5000,5,0,1
1794,1,18,121,-4,0,-4,1,12,-4,56,1,6,-4,0,-4,373,7000,3,20000,-4,2,0,7500,0,2500,5,0,0
1800,1,19,137,-4,0,-4,-4,14,-4,55,1,4,-4,0,0,416,-4,3,-2,-4,1,0,3400,3300,3300,5,1,0
1804,6,20,118,-4,1,20,-4,13,-4,56,1,-4,-4,1,1,552,126000,3,100000,-4,1,0,0,0,10000,5,0,0
1815,1,17,88,-4,0,-4,5,12,-4,60,4,-4,-4,0,1,416,-4,3,-2,-4,2,0,4500,4500,1000,5,0,0
1831,1,18,-4,-4,0,-4,-4,12,-4,56,4,-4,-4,0,0,593,5000,6,-2,-4,2,0,-2,-2,-2,5,1,0
1842,1,18,96,-4,0,-4,-4,15,-4,59,3,-4,-4,0,-4,499,4000,3,-2,-4,1,0,-2,-2,-2,5,0,0
1935,1,18,121,-4,0,-4,-4,12,-4,56,1,4,-4,0,0,554,105000,3,-2,-4,1,1,3300,3300,3400,5,0,0
1938,6,16,101,-4,0,-4,-4,15,-4,52,4,-4,-4,0,-4,500,27000,3,27000,-4,2,0,0,10000,0,5,0,0
1952,1,19,84,-4,1,-4,4,11,-4,55,3,-4,-4,1,-4,377,-4,7,20000,-4,2,0,3300,3300,3300,5,0,0
1965,6,-4,110,-4,0,-4,5,12,-4,50,1,10,-4,0,1,373,74000,3,60000,-4,2,1,3300,3300,3300,5,0,0
2026,6,18,106,-4,0,-4,1,12,-4,54,1,10,-4,0,0,373,6000,1,30000,-4,1,0,0,0,10000,5,0,0
2039,1,17,84,-4,0,-4,-4,12,-4,61,3,-4,-4,0,-4,482,-4,3,30000,-4,2,0,3300,3300,3300,5,0,0
2048,6,19,96,-4,0,-4,1,-5,-4,55,1,6,-4,0,1,373,63000,1,35000,-4,1,0,3300,3300,3300,5,1,0
2068,6,-4,-4,-4,0,-4,2,12,-4,50,1,6,-4,0,1,420,20000,1,20000,1,1,1,3300,3300,3400,5,0,0
2085,6,-4,114,-4,0,-4,-4,-5,-4,56,3,-4,-4,0,0,426,-4,-1,-1,-4,-1,-1,10000,0,0,5,0,1
2107,6,15,-4,-4,-5,-5,-5,12,-4,58,6,-4,-4,0,0,636,-4,7,-2,-4,4,0,10000,0,0,5,0,0
2122,1,17,-4,-4,0,-4,2,12,-4,60,3,-4,-4,0,1,572,22000,3,-2,-4,2,0,10000,0,0,5,0,0
2167,1,17,115,-4,0,-4,-4,12,-4,58,1,7,-4,0,1,373,18000,3,30000,-4,1,1,0,5000,5000,5,0,0
2199,6,18,-4,13,0,-4,4,13,-4,54,4,-4,-4,0,1,416,15000,5,25000,1,1,0,0,0,10000,5,0,0
2205,1,17,88,-4,1,4,-4,11,-4,59,1,4,-4,0,0,503,-4,6,12000,-4,2,0,10000,0,0,5,0,0
2244,1,16,-4,-4,1,10,-4,11,-4,59,1,4,-4,1,-4,536,-4,-2,-2,-4,2,0,3300,3300,3300,5,0,0
2268,4,16,-4,-4,0,-4,-4,11,-4,56,1,9,-4,0,-4,505,-4,2,25000,-4,1,0,0,0,10000,5,0,1
2272,6,-4,-4,-4,1,-4,30,12,-4,50,1,4,-4,1,1,720,-4,2,-2,-4,1,0,-1,-1,-1,5,0,0
2393,6,-4,100,-4,1,-4,15,13,-4,52,1,8,-4,0,1,430,35000,3,50000,-4,2,0,0,0,10000,5,2,1
2399,6,17,67,-4,0,-4,-4,10,-4,58,4,-4,-4,0,-4,719,-4,7,8400,-4,4,0,0,0,10000,5,0,0
2448,6,-4,101,-4,1,-4,2,12,-4,52,1,8,-4,1,1,613,44000,3,85000,-4,2,0,2000,2000,6000,5,0,1
2524,6,22,71,-5,-5,-5,-5,12,-4,59,3,-4,-4,0,-4,451,-4,7,8300,-4,1,0,2000,3000,5000,5,0,1
2559,2,19,-4,-4,0,-4,-4,13,-4,55,1,5,-4,0,0,373,-4,3,30000,-4,1,1,500,500,500,5,2,1
2576,1,19,94,-4,0,-4,-4,12,-4,57,3,-4,-4,0,-4,373,3000,3,25000,-4,2,0,1000,9000,0,5,2,1
2613,6,-4,101,-5,0,-4,-4,16,-4,54,1,4,-4,0,1,373,47000,3,46000,-4,1,0,10000,0,0,5,0,1
2720,1,18,77,-4,0,-4,3,16,-4,58,1,3,-4,0,0,523,29000,5,40000,-4,1,1,0,0,10000,5,1,1
2745,6,18,-4,-4,1,10,4,12,-4,56,3,-4,-4,1,1,373,25000,3,48000,-4,2,0,0,0,10000,5,2,1
2810,6,16,999,-4,0,-4,-4,9,-4,56,6,-4,-4,0,-4,373,-4,2,500,-4,1,0,5000,5000,0,5,1,1
2818,6,19,87,-4,0,-4,-4,-5,-4,56,1,6,-4,0,1,373,-1,3,50000,-4,1,1,0,0,0,5,0,1
2832,6,-4,-4,-4,0,-4,-1,-5,-4,50,5,-4,-4,0,-4,447,-4,4,10000,-4,2,0,0,0,10000,5,2,1
2833,2,14,-4,-4,0,-4,-4,12,-4,54,1,6,-4,0,-4,613,-4,3,24000,-4,2,0,0,0,0,5,0,1
2874,6,-4,-4,-4,1,8,30,7,-4,51,6,-4,-4,1,1,554,-4,3,18000,-4,2,0,0,0,10000,5,3,1
2895,6,19,108,-4,0,-4,-4,13,-4,57,6,-4,-4,0,-4,468,61000,1,50000,-4,2,0,0,0,1000,5,0,0
2940,4,17,111,-4,1,10,1,12,-4,56,1,5,-4,1,0,557,56000,3,45000,-4,2,1,10000,0,0,5,0,1
2941,1,17,108,-4,0,-4,-4,12,-4,56,1,7,-4,0,-4,460,15000,1,-2,-4,1,1,0,5000,5000,5,0,1
2971,1,17,110,-4,1,-4,-4,12,-4,57,1,4,-4,1,1,426,-4,4,30000,-4,1,0,0,600,600,5,0,1
2990,2,18,999,-5,-5,-5,-5,-5,-4,58,1,4,-4,0,-4,446,-4,2,-1,-4,2,0,-1,-1,-1,5,0,1
3021,6,-4,-4,-4,0,-4,-4,10,-4,51,5,-4,-4,0,-4,468,12000,5,36000,-4,2,0,0,0,10000,5,1,1
3095,1,15,-4,-4,0,-4,-4,11,-4,53,1,-1,-4,0,-4,373,17500,3,-1,-4,1,0,-1,-1,-1,5,0,1
3096,6,-4,-4,-4,-5,-5,-5,11,-4,50,1,1,-4,0,0,580,-4,3,20000,-4,2,0,0,0,0,5,2,1
3106,6,18,-4,-4,1,-4,5,12,-4,53,5,-4,-4,1,1,446,12000,3,24000,-4,2,0,10000,0,0,5,1,1
3119,5,17,111,13,0,-4,10,13,-4,56,1,5,-4,0,1,416,-4,4,35200,-4,2,0,6000,4000,0,5,0,1
3154,1,16,-4,-4,1,12,-4,15,-4,56,3,-4,-4,1,-4,426,-4,2,7200,-4,1,0,1000,0,0,5,0,0
3212,5,17,999,-4,0,-4,-4,12,-4,57,4,-4,-4,0,-4,421,-4,3,20000,-4,2,1,0,0,10000,5,0,1
3230,2,17,-4,-4,1,5,-4,-5,-4,54,3,-4,-4,1,-4,830,-4,7,20000,-4,4,0,3300,3300,3300,5,0,1
3268,1,16,67,-4,0,-4,-4,10,-4,55,4,-4,-4,0,-4,567,-4,2,15000,-4,4,0,10000,0,0,5,0,0
3321,6,-4,116,-4,1,2,10,14,-4,51,1,7,-4,0,1,494,-4,2,50000,-4,1,0,5000,0,5000,5,1,0
3331,6,-4,118,-4,0,-4,20,16,-4,54,1,8,-4,0,1,433,-4,4,-2,-4,1,0,5000,5000,200,5,0,0
3378,1,17,-4,-4,0,-4,-4,9,-4,57,5,-4,-4,1,-4,396,-2,5,15000,-4,3,0,5000,2500,2500,5,1,1
3402,4,16,71,-4,0,-4,-4,9,-4,56,1,4,-4,0,-4,460,26000,4,55000,-4,2,0,0,0,0,5,0,1
3410,6,-4,91,-4,0,-4,20,-5,-4,56,1,8,-4,0,1,377,28000,5,24000,-4,2,0,5000,0,5000,5,0,1
3412,1,19,70,-4,0,-4,-4,12,-4,58,1,1,-4,0,-4,373,3000,2,-1,-4,1,1,0,10000,0,5,0,1
3416,6,19,999,-4,0,-4,-4,13,-4,55,3,-4,-4,0,-4,468,15000,3,10000,-4,2,0,0,0,10000,5,0,1
3418,6,-4,-4,-4,0,-4,3,16,-4,50,1,4,-4,0,-4,373,36000,3,60000,-4,2,1,3000,3000,4000,5,0,1
3434,4,14,-4,-4,0,-4,-4,14,-4,52,1,4,-4,0,-4,543,6000,6,55000,1,2,0,0,0,10000,5,1,1
3458,6,-4,-4,-4,1,-4,-4,13,-4,50,1,6,-4,1,-4,598,42000,5,12000,-4,2,0,0,0,10000,5,1,1
3574,6,20,107,-4,0,-4,-4,14,-4,57,1,5,-4,0,-4,503,-4,2,-2,-4,2,1,0,10000,0,5,0,0
3630,6,19,-4,-4,0,-4,-4,12,1,58,1,4,-4,0,-4,651,-4,4,25000,-4,3,0,-2,-2,-2,5,1,0
3637,6,18,82,-4,-5,-5,-5,12,-4,55,1,4,-4,0,-4,416,7000,3,11000,-4,1,0,0,5000,5000,5,0,0
3660,1,18,108,-4,1,10,3,-5,-4,55,1,-4,-4,0,1,373,20000,1,36000,-4,1,0,0,0,0,5,0,0
3696,1,15,74,-4,0,-4,-4,11,-4,51,1,6,-4,0,-4,504,23000,1,75000,-4,1,0,10000,0,0,5,2,0
3704,1,22,76,-4,0,-4,-4,16,-4,58,1,4,-4,0,-4,373,-4,5,45000,-4,2,0,8000,0,2000,5,1,0
3725,6,-4,-4,-4,0,-4,5,16,-4,56,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,5,3,0
3786,1,18,117,-4,1,12,2,16,-4,56,1,6,-4,1,1,468,60000,3,100000,1,2,1,0,2000,0,5,2,0
3787,1,20,-4,-4,0,-4,-4,12,-4,58,4,-4,-4,0,0,373,-4,2,9600,-4,1,0,0,0,10000,5,0,1
3870,6,-4,121,-4,0,-4,2,18,-4,54,1,4,-4,0,1,373,1000,1,24000,-4,1,1,6000,0,4000,5,0,0
3977,6,-4,94,-4,0,-4,2,14,-4,53,5,-4,-4,0,1,562,43000,3,35000,-4,2,1,6000,4000,0,5,0,0
3978,6,-4,109,-4,0,-4,2,14,-4,50,1,8,-4,0,1,456,31000,2,90000,0,1,1,1000,1000,8000,5,0,0
4001,1,18,95,14,1,-4,2,14,-4,58,1,6,-4,1,1,565,6000,3,25000,-4,3,1,-2,-2,-2,5,0,0
4010,1,-4,87,12,0,-4,-4,12,-4,53,1,4,-4,0,-4,561,12000,7,24000,-4,2,0,0,10000,0,5,0,0
4014,6,-4,-4,-4,1,20,20,12,-4,50,1,4,-4,0,1,563,-4,4,65000,-4,3,1,5000,3000,2000,5,0,0
4037,6,-4,87,-4,0,-4,-4,12,-4,55,1,4,-4,0,-4,621,-4,-1,-1,-4,2,1,3300,3300,3300,5,2,0
4084,1,19,91,-4,0,-4,-4,-5,-4,60,1,11,-4,0,-4,438,-4,4,50000,-4,2,1,5000,0,5000,5,0,0
4088,6,18,95,-4,0,-4,25,14,-4,55,1,10,-4,0,1,489,-4,2,66000,-4,1,1,0,0,10000,5,1,1
4094,6,-4,110,-4,0,-4,-4,14,-4,53,1,8,-4,0,-4,540,20000,3,-2,-4,2,0,0,0,10000,5,0,0
4170,6,-4,-4,-4,1,-4,-4,15,-4,50,1,4,-4,1,0,455,-4,3,48000,-4,2,1,0,0,10000,5,0,0
4176,1,16,104,-4,0,-4,-4,12,-4,54,1,4,-4,0,1,632,38000,3,58000,-4,2,0,0,7500,2500,5,0,0
4180,1,17,110,-4,0,-4,-4,14,-4,58,1,4,-4,0,-4,414,12000,4,35000,1,1,1,0,0,10000,5,2,0
4202,6,22,106,-4,0,-4,-4,17,-4,59,1,10,-4,0,-4,373,-4,2,24000,-4,1,1,0,10000,0,5,0,0
4237,1,16,-4,-4,0,-4,-4,9,-4,53,1,4,-4,0,-4,628,-4,3,14400,-4,2,0,0,0,10000,5,0,0
4239,6,-4,-4,-4,0,-4,-4,13,-4,50,1,7,-4,0,-4,591,800,2,-2,-4,1,0,0,10000,0,5,1,0
4244,6,-4,92,-4,1,15,-4,16,-4,53,1,4,-4,0,-4,424,-1,1,50000,-4,1,0,-2,-2,-2,5,1,0
4324,5,16,96,-4,1,-4,8,10,-4,56,1,4,-4,1,1,629,12000,7,24000,-4,2,0,0,0,10000,5,0,1
4458,1,14,-4,-4,0,-4,12,7,-4,59,5,-4,-4,0,-4,506,330,3,20000,-4,2,0,4000,2000,4000,5,0,1
4459,1,17,999,-4,1,-4,-4,10,-4,53,6,-4,-4,1,0,505,15640,3,35000,-4,2,0,1000,0,9000,5,1,1
4479,6,-4,97,-4,0,-4,5,12,-4,51,3,-4,-4,0,1,373,23400,2,23000,-4,1,0,-2,-2,-2,5,1,1
4480,1,16,65,-5,1,10,-4,11,-4,54,4,-4,-4,1,-4,622,24000,2,70000,-4,2,0,0,0,10000,5,1,1
4482,6,-4,-4,-4,0,-4,-4,8,-4,50,1,2,-4,0,-4,373,-4,2,15000,-4,2,0,0,0,10000,5,0,1
4496,6,-4,83,-4,1,-4,-4,10,-4,53,5,-4,-4,1,-4,603,-4,3,1500,-4,1,0,0,1000,1000,5,0,1
4536,4,23,111,-4,1,5,-4,17,-4,58,1,11,-4,0,-4,416,45000,1,25000,-4,1,0,-2,-2,-2,5,0,1
4546,1,18,-4,-4,1,-4,-4,11,-4,59,1,1,-4,0,-4,628,-4,3,17000,-4,2,0,0,0,10000,5,1,1
4562,1,17,109,13,0,-4,1,16,-4,58,1,10,-4,0,0,591,34614,2,25000,-4,2,0,3000,3500,3500,5,0,1
4577,1,16,99,-4,1,-4,-4,-5,-4,54,1,-4,-4,1,-4,416,20000,1,25000,-4,1,0,10000,0,0,5,1,1
4653,6,-4,-4,12,0,-4,-4,15,-4,50,5,-4,-4,0,-4,473,6000,3,40000,1,2,0,0,0,10000,5,1,1
4658,6,18,104,-4,0,-4,-4,14,-4,54,4,-4,-4,0,0,443,24000,3,30000,-4,2,0,2500,0,7500,5,2,0
4716,6,18,999,-4,0,-4,-4,12,-4,53,1,4,-4,0,-4,459,-4,3,30000,-4,2,0,0,0,10000,5,1,0
4785,1,17,110,-4,1,6,3,12,-4,53,1,4,-4,0,1,433,20000,2,40000,-4,2,0,0,0,10000,5,1,1
4816,6,-4,999,-4,0,-4,-4,12,-4,51,3,-4,-4,0,-4,439,-1,4,-1,-4,2,0,0,1000,500,5,2,0
4880,6,-4,-4,-4,0,-4,1,12,-4,50,5,-4,-4,0,-4,492,19000,5,-2,-4,2,0,10000,0,0,5,0,1
4925,1,18,-4,-4,1,7,10,-5,-4,55,1,5,-4,0,1,542,1900,4,50000,1,2,0,5000,3000,2000,5,4,0
4958,6,-4,128,-4,0,-4,2,16,-4,57,1,10,-4,0,1,379,14000,1,50000,-4,1,1,2500,5000,2500,5,0,1
4967,6,-4,119,16,0,-4,8,16,-4,52,3,-4,-4,0,1,504,-4,3,18000,-4,2,0,0,0,10000,5,0,1
4984,6,-4,84,-4,1,-4,-4,10,-4,52,1,2,-4,1,0,615,26500,5,50000,-4,1,0,0,0,10000,5,0,1
5000,6,22,114,-4,0,-4,1,18,-4,58,1,8,-4,0,0,491,65000,2,50000,-4,2,0,3300,3300,3400,5,2,1
5004,1,16,94,-4,-5,-5,-5,12,-4,57,1,6,-4,0,1,381,17000,2,-2,-4,1,0,0,0,10000,5,0,1
5044,6,-4,131,-4,0,-4,-4,14,-4,52,4,-4,-4,0,-4,441,50000,2,60000,-4,2,1,10000,0,0,5,0,1
